periodID,costInput,costDriverInput,costActivity,DataGranularityL1,DataGranularityL2,DataGranularityL3,DataGranularityL4
202209,2178096.606,1855547.889,Route 032,Belgium,Brussels,0% - 040%,0% - 100%
202210,1915531.223,1740557.016,Route 032,Belgium,Brussels,0% - 040%,0% - 100%
202211,2242693.472,1834171.013,Route 032,Belgium,Brussels,0% - 040%,0% - 100%
202212,1827475.751,1628595.298,Route 032,Belgium,Brussels,0% - 040%,0% - 100%
202301,1825996.954,1625838.098,Route 032,Belgium,Brussels,0% - 040%,0% - 100%
202302,2056360.941,1618385.147,Route 032,Belgium,Brussels,0% - 040%,0% - 100%
202303,2333207.534,1962997.305,Route 032,Belgium,Brussels,0% - 040%,0% - 100%
202304,1729108.971,1445191.552,Route 032,Belgium,Brussels,0% - 040%,0% - 100%
202305,1964506.844,1744526.126,Route 032,Belgium,Brussels,0% - 040%,0% - 100%
202306,1874984.203,1717174.267,Route 032,Belgium,Brussels,0% - 040%,0% - 100%
202307,1831592.734,1636271.365,Route 032,Belgium,Brussels,0% - 040%,0% - 100%
202308,1935820.393,1419071.824,Route 032,Belgium,Brussels,0% - 040%,0% - 100%
202309,2031983.764,1674915.14,Route 032,Belgium,Brussels,0% - 040%,0% - 100%
202310,2089379.093,1680088.181,Route 032,Belgium,Brussels,0% - 040%,0% - 100%
202311,2192498.47,1832679.378,Route 032,Belgium,Brussels,0% - 040%,0% - 100%
202312,1788221.986,1555407.098,Route 032,Belgium,Brussels,0% - 040%,0% - 100%
202401,1837903.64,1648037.979,Route 032,Belgium,Brussels,0% - 040%,0% - 100%
202402,2007433.709,1753682.919,Route 032,Belgium,Brussels,0% - 040%,0% - 100%
202403,1968269.289,1734957.112,Route 032,Belgium,Brussels,0% - 040%,0% - 100%
202404,2158712.457,1826164.535,Route 032,Belgium,Brussels,0% - 040%,0% - 100%
202405,2242506.083,1876886.44,Route 032,Belgium,Brussels,0% - 040%,0% - 100%
202206,1869430.584,1706819.607,Route 033,Belgium,Brussels,0% - 040%,0% - 100%
202207,1844246.334,1659863.859,Route 033,Belgium,Brussels,0% - 040%,0% - 100%
202208,1797171.382,1483106.741,Route 033,Belgium,Brussels,0% - 040%,0% - 100%
202209,2058672.041,1855547.889,Route 033,Belgium,Brussels,0% - 040%,0% - 100%
202210,2102237.322,1740557.016,Route 033,Belgium,Brussels,0% - 040%,0% - 100%
202211,2075457.768,1834171.013,Route 033,Belgium,Brussels,0% - 040%,0% - 100%
202212,1827475.751,1628595.298,Route 033,Belgium,Brussels,0% - 040%,0% - 100%
202301,1825996.954,1625838.098,Route 033,Belgium,Brussels,0% - 040%,0% - 100%
202302,1874079.928,1618385.147,Route 033,Belgium,Brussels,0% - 040%,0% - 100%
202303,2322679.193,1962997.305,Route 033,Belgium,Brussels,0% - 040%,0% - 100%
202304,1884131.802,1445191.552,Route 033,Belgium,Brussels,0% - 040%,0% - 100%
202305,1945793.658,1744526.126,Route 033,Belgium,Brussels,0% - 040%,0% - 100%
202306,1874984.203,1717174.267,Route 033,Belgium,Brussels,0% - 040%,0% - 100%
202307,1831592.734,1636271.365,Route 033,Belgium,Brussels,0% - 040%,0% - 100%
202308,1798821.475,1419071.824,Route 033,Belgium,Brussels,0% - 040%,0% - 100%
202309,2005034.041,1674915.14,Route 033,Belgium,Brussels,0% - 040%,0% - 100%
202310,2080368.107,1680088.181,Route 033,Belgium,Brussels,0% - 040%,0% - 100%
202311,2123692.712,1832679.378,Route 033,Belgium,Brussels,0% - 040%,0% - 100%
202312,1788221.986,1555407.098,Route 033,Belgium,Brussels,0% - 040%,0% - 100%
202401,1837903.64,1648037.979,Route 033,Belgium,Brussels,0% - 040%,0% - 100%
202402,2148519.276,1753682.919,Route 033,Belgium,Brussels,0% - 040%,0% - 100%
202403,2089237.805,1734957.112,Route 033,Belgium,Brussels,0% - 040%,0% - 100%
202404,2246862.529,1826164.535,Route 033,Belgium,Brussels,0% - 040%,0% - 100%
202405,2041176.197,1876886.44,Route 033,Belgium,Brussels,0% - 040%,0% - 100%
202206,1869430.584,1706819.607,Route 034,Belgium,Brussels,0% - 040%,0% - 100%
202207,1844246.334,1659863.859,Route 034,Belgium,Brussels,0% - 040%,0% - 100%
202208,1797171.382,1483106.741,Route 034,Belgium,Brussels,0% - 040%,0% - 100%
202209,2068624.088,1855547.889,Route 034,Belgium,Brussels,0% - 040%,0% - 100%
202210,1934201.833,1740557.016,Route 034,Belgium,Brussels,0% - 040%,0% - 100%
202211,2006596.008,1834171.013,Route 034,Belgium,Brussels,0% - 040%,0% - 100%
202212,1827475.751,1628595.298,Route 034,Belgium,Brussels,0% - 040%,0% - 100%
202301,1825996.954,1625838.098,Route 034,Belgium,Brussels,0% - 040%,0% - 100%
202302,1969560.458,1618385.147,Route 034,Belgium,Brussels,0% - 040%,0% - 100%
202303,2133169.048,1962997.305,Route 034,Belgium,Brussels,0% - 040%,0% - 100%
202304,1767864.679,1445191.552,Route 034,Belgium,Brussels,0% - 040%,0% - 100%
202305,1908367.287,1744526.126,Route 034,Belgium,Brussels,0% - 040%,0% - 100%
202306,1874984.203,1717174.267,Route 034,Belgium,Brussels,0% - 040%,0% - 100%
202307,1831592.734,1636271.365,Route 034,Belgium,Brussels,0% - 040%,0% - 100%
202308,1966264.597,1419071.824,Route 034,Belgium,Brussels,0% - 040%,0% - 100%
202309,2040967.006,1674915.14,Route 034,Belgium,Brussels,0% - 040%,0% - 100%
202310,2026302.189,1680088.181,Route 034,Belgium,Brussels,0% - 040%,0% - 100%
202311,2025398.771,1832679.378,Route 034,Belgium,Brussels,0% - 040%,0% - 100%
202312,1788221.986,1555407.098,Route 034,Belgium,Brussels,0% - 040%,0% - 100%
202401,1837903.64,1648037.979,Route 034,Belgium,Brussels,0% - 040%,0% - 100%
202402,2110896.458,1753682.919,Route 034,Belgium,Brussels,0% - 040%,0% - 100%
202403,2098543.075,1734957.112,Route 034,Belgium,Brussels,0% - 040%,0% - 100%
202404,2237068.076,1826164.535,Route 034,Belgium,Brussels,0% - 040%,0% - 100%
202405,2041176.197,1876886.44,Route 034,Belgium,Brussels,0% - 040%,0% - 100%
202206,1869430.584,1706819.607,Route 035,Belgium,Brussels,0% - 040%,0% - 100%
202207,1844246.334,1659863.859,Route 035,Belgium,Brussels,0% - 040%,0% - 100%
202208,1781262.39,1483106.741,Route 035,Belgium,Brussels,0% - 040%,0% - 100%
202209,2108432.276,1855547.889,Route 035,Belgium,Brussels,0% - 040%,0% - 100%
202210,1887525.308,1740557.016,Route 035,Belgium,Brussels,0% - 040%,0% - 100%
202211,2114807.345,1834171.013,Route 035,Belgium,Brussels,0% - 040%,0% - 100%
202212,1827475.751,1628595.298,Route 035,Belgium,Brussels,0% - 040%,0% - 100%
202301,1825996.954,1625838.098,Route 035,Belgium,Brussels,0% - 040%,0% - 100%
202302,2004280.651,1618385.147,Route 035,Belgium,Brussels,0% - 040%,0% - 100%
202303,2333207.534,1962997.305,Route 035,Belgium,Brussels,0% - 040%,0% - 100%
202304,1775615.82,1445191.552,Route 035,Belgium,Brussels,0% - 040%,0% - 100%
202305,1964506.844,1744526.126,Route 035,Belgium,Brussels,0% - 040%,0% - 100%
202306,1874984.203,1717174.267,Route 035,Belgium,Brussels,0% - 040%,0% - 100%
202307,1831592.734,1636271.365,Route 035,Belgium,Brussels,0% - 040%,0% - 100%
202308,1958653.546,1419071.824,Route 035,Belgium,Brussels,0% - 040%,0% - 100%
202309,1933168.111,1674915.14,Route 035,Belgium,Brussels,0% - 040%,0% - 100%
202310,2107401.066,1680088.181,Route 035,Belgium,Brussels,0% - 040%,0% - 100%
202311,2035228.165,1832679.378,Route 035,Belgium,Brussels,0% - 040%,0% - 100%
202312,1788221.986,1555407.098,Route 035,Belgium,Brussels,0% - 040%,0% - 100%
202401,1837903.64,1648037.979,Route 035,Belgium,Brussels,0% - 040%,0% - 100%
202402,2101490.754,1753682.919,Route 035,Belgium,Brussels,0% - 040%,0% - 100%
202403,2052016.723,1734957.112,Route 035,Belgium,Brussels,0% - 040%,0% - 100%
202404,2266451.433,1826164.535,Route 035,Belgium,Brussels,0% - 040%,0% - 100%
202405,1980777.232,1876886.44,Route 035,Belgium,Brussels,0% - 040%,0% - 100%
202206,1869430.584,1706819.607,Route 036,Belgium,Brussels,0% - 040%,0% - 100%
202207,1844246.334,1659863.859,Route 036,Belgium,Brussels,0% - 040%,0% - 100%
202208,1876716.341,1483106.741,Route 036,Belgium,Brussels,0% - 040%,0% - 100%
202209,2297521.171,1855547.889,Route 036,Belgium,Brussels,0% - 040%,0% - 100%
202210,2008884.273,1740557.016,Route 036,Belgium,Brussels,0% - 040%,0% - 100%
202211,2154156.923,1834171.013,Route 036,Belgium,Brussels,0% - 040%,0% - 100%
202212,1827475.751,1628595.298,Route 036,Belgium,Brussels,0% - 040%,0% - 100%
202301,1825996.954,1625838.098,Route 036,Belgium,Brussels,0% - 040%,0% - 100%
202302,1978240.506,1618385.147,Route 036,Belgium,Brussels,0% - 040%,0% - 100%
202303,2175282.414,1962997.305,Route 036,Belgium,Brussels,0% - 040%,0% - 100%
202304,1752362.396,1445191.552,Route 036,Belgium,Brussels,0% - 040%,0% - 100%
202305,1955150.251,1744526.126,Route 036,Belgium,Brussels,0% - 040%,0% - 100%
202306,1874984.203,1717174.267,Route 036,Belgium,Brussels,0% - 040%,0% - 100%
202307,1831592.734,1636271.365,Route 036,Belgium,Brussels,0% - 040%,0% - 100%
202308,1753155.169,1419071.824,Route 036,Belgium,Brussels,0% - 040%,0% - 100%
202309,1996050.799,1674915.14,Route 036,Belgium,Brussels,0% - 040%,0% - 100%
202310,1918170.353,1680088.181,Route 036,Belgium,Brussels,0% - 040%,0% - 100%
202311,2045057.559,1832679.378,Route 036,Belgium,Brussels,0% - 040%,0% - 100%
202312,1788221.986,1555407.098,Route 036,Belgium,Brussels,0% - 040%,0% - 100%
202401,1837903.64,1648037.979,Route 036,Belgium,Brussels,0% - 040%,0% - 100%
202402,1903970.961,1753682.919,Route 036,Belgium,Brussels,0% - 040%,0% - 100%
202403,1893827.126,1734957.112,Route 036,Belgium,Brussels,0% - 040%,0% - 100%
202404,1972617.862,1826164.535,Route 036,Belgium,Brussels,0% - 040%,0% - 100%
202405,2212306.6,1876886.44,Route 036,Belgium,Brussels,0% - 040%,0% - 100%
202206,1869430.584,1706819.607,Route 037,Belgium,Brussels,0% - 040%,0% - 100%
202207,1844246.334,1659863.859,Route 037,Belgium,Brussels,0% - 040%,0% - 100%
202208,1964215.797,1483106.741,Route 037,Belgium,Brussels,0% - 040%,0% - 100%
202209,2038767.947,1855547.889,Route 037,Belgium,Brussels,0% - 040%,0% - 100%
202210,2064896.102,1740557.016,Route 037,Belgium,Brussels,0% - 040%,0% - 100%
202211,1996758.613,1834171.013,Route 037,Belgium,Brussels,0% - 040%,0% - 100%
202212,1827475.751,1628595.298,Route 037,Belgium,Brussels,0% - 040%,0% - 100%
202301,1825996.954,1625838.098,Route 037,Belgium,Brussels,0% - 040%,0% - 100%
202302,1865399.879,1618385.147,Route 037,Belgium,Brussels,0% - 040%,0% - 100%
202303,2164754.072,1962997.305,Route 037,Belgium,Brussels,0% - 040%,0% - 100%
202304,1969394.36,1445191.552,Route 037,Belgium,Brussels,0% - 040%,0% - 100%
202305,1992576.623,1744526.126,Route 037,Belgium,Brussels,0% - 040%,0% - 100%
202306,1874984.203,1717174.267,Route 037,Belgium,Brussels,0% - 040%,0% - 100%
202307,1831592.734,1636271.365,Route 037,Belgium,Brussels,0% - 040%,0% - 100%
202308,1981486.699,1419071.824,Route 037,Belgium,Brussels,0% - 040%,0% - 100%
202309,1852318.939,1674915.14,Route 037,Belgium,Brussels,0% - 040%,0% - 100%
202310,2107401.066,1680088.181,Route 037,Belgium,Brussels,0% - 040%,0% - 100%
202311,2064716.347,1832679.378,Route 037,Belgium,Brussels,0% - 040%,0% - 100%
202312,1788221.986,1555407.098,Route 037,Belgium,Brussels,0% - 040%,0% - 100%
202401,1837903.64,1648037.979,Route 037,Belgium,Brussels,0% - 040%,0% - 100%
202402,2148519.276,1753682.919,Route 037,Belgium,Brussels,0% - 040%,0% - 100%
202403,1986879.83,1734957.112,Route 037,Belgium,Brussels,0% - 040%,0% - 100%
202404,1943234.505,1826164.535,Route 037,Belgium,Brussels,0% - 040%,0% - 100%
202405,2141841.14,1876886.44,Route 037,Belgium,Brussels,0% - 040%,0% - 100%
202206,1869430.584,1706819.607,Route 038,Belgium,Brussels,0% - 040%,0% - 100%
202207,1844246.334,1659863.859,Route 038,Belgium,Brussels,0% - 040%,0% - 100%
202208,1972170.293,1483106.741,Route 038,Belgium,Brussels,0% - 040%,0% - 100%
202209,2138288.418,1855547.889,Route 038,Belgium,Brussels,0% - 040%,0% - 100%
202210,1906195.918,1740557.016,Route 038,Belgium,Brussels,0% - 040%,0% - 100%
202211,1957409.036,1834171.013,Route 038,Belgium,Brussels,0% - 040%,0% - 100%
202212,1827475.751,1628595.298,Route 038,Belgium,Brussels,0% - 040%,0% - 100%
202301,1825996.954,1625838.098,Route 038,Belgium,Brussels,0% - 040%,0% - 100%
202302,1900120.072,1618385.147,Route 038,Belgium,Brussels,0% - 040%,0% - 100%
202303,2143697.389,1962997.305,Route 038,Belgium,Brussels,0% - 040%,0% - 100%
202304,1969394.36,1445191.552,Route 038,Belgium,Brussels,0% - 040%,0% - 100%
202305,2170351.887,1744526.126,Route 038,Belgium,Brussels,0% - 040%,0% - 100%
202306,1874984.203,1717174.267,Route 038,Belgium,Brussels,0% - 040%,0% - 100%
202307,1831592.734,1636271.365,Route 038,Belgium,Brussels,0% - 040%,0% - 100%
202308,1874931.985,1419071.824,Route 038,Belgium,Brussels,0% - 040%,0% - 100%
202309,2130799.418,1674915.14,Route 038,Belgium,Brussels,0% - 040%,0% - 100%
202310,1954214.298,1680088.181,Route 038,Belgium,Brussels,0% - 040%,0% - 100%
202311,2045057.559,1832679.378,Route 038,Belgium,Brussels,0% - 040%,0% - 100%
202312,1788221.986,1555407.098,Route 038,Belgium,Brussels,0% - 040%,0% - 100%
202401,1837903.64,1648037.979,Route 038,Belgium,Brussels,0% - 040%,0% - 100%
202402,2045056.527,1753682.919,Route 038,Belgium,Brussels,0% - 040%,0% - 100%
202403,2117153.616,1734957.112,Route 038,Belgium,Brussels,0% - 040%,0% - 100%
202404,2197890.267,1826164.535,Route 038,Belgium,Brussels,0% - 040%,0% - 100%
202405,1970710.737,1876886.44,Route 038,Belgium,Brussels,0% - 040%,0% - 100%
202206,1869430.584,1706819.607,Route 039,Belgium,Brussels,0% - 040%,0% - 100%
202207,1844246.334,1659863.859,Route 039,Belgium,Brussels,0% - 040%,0% - 100%
202208,1884670.837,1483106.741,Route 039,Belgium,Brussels,0% - 040%,0% - 100%
202209,2217904.794,1855547.889,Route 039,Belgium,Brussels,0% - 040%,0% - 100%
202210,2092902.017,1740557.016,Route 039,Belgium,Brussels,0% - 040%,0% - 100%
202211,2163994.317,1834171.013,Route 039,Belgium,Brussels,0% - 040%,0% - 100%
202212,1827475.751,1628595.298,Route 039,Belgium,Brussels,0% - 040%,0% - 100%
202301,1825996.954,1625838.098,Route 039,Belgium,Brussels,0% - 040%,0% - 100%
202302,1865399.879,1618385.147,Route 039,Belgium,Brussels,0% - 040%,0% - 100%
202303,2217395.779,1962997.305,Route 039,Belgium,Brussels,0% - 040%,0% - 100%
202304,1760113.537,1445191.552,Route 039,Belgium,Brussels,0% - 040%,0% - 100%
202305,2067429.366,1744526.126,Route 039,Belgium,Brussels,0% - 040%,0% - 100%
202306,1874984.203,1717174.267,Route 039,Belgium,Brussels,0% - 040%,0% - 100%
202307,1831592.734,1636271.365,Route 039,Belgium,Brussels,0% - 040%,0% - 100%
202308,1928209.342,1419071.824,Route 039,Belgium,Brussels,0% - 040%,0% - 100%
202309,1915201.628,1674915.14,Route 039,Belgium,Brussels,0% - 040%,0% - 100%
202310,2071357.121,1680088.181,Route 039,Belgium,Brussels,0% - 040%,0% - 100%
202311,2025398.771,1832679.378,Route 039,Belgium,Brussels,0% - 040%,0% - 100%
202312,1788221.986,1555407.098,Route 039,Belgium,Brussels,0% - 040%,0% - 100%
202401,1837903.64,1648037.979,Route 039,Belgium,Brussels,0% - 040%,0% - 100%
202402,2026245.118,1753682.919,Route 039,Belgium,Brussels,0% - 040%,0% - 100%
202403,2238122.131,1734957.112,Route 039,Belgium,Brussels,0% - 040%,0% - 100%
202404,2119534.648,1826164.535,Route 039,Belgium,Brussels,0% - 040%,0% - 100%
202405,2242506.083,1876886.44,Route 039,Belgium,Brussels,0% - 040%,0% - 100%
202206,1869430.584,1706819.607,Route 040,Belgium,Brussels,0% - 050%,0% - 100%
202207,1844246.334,1659863.859,Route 040,Belgium,Brussels,0% - 050%,0% - 100%
202208,1948306.805,1483106.741,Route 040,Belgium,Brussels,0% - 050%,0% - 100%
202209,1989007.711,1855547.889,Route 040,Belgium,Brussels,0% - 050%,0% - 100%
202210,1915531.223,1740557.016,Route 040,Belgium,Brussels,0% - 050%,0% - 100%
202211,2163994.317,1834171.013,Route 040,Belgium,Brussels,0% - 050%,0% - 100%
202212,1827475.751,1628595.298,Route 040,Belgium,Brussels,0% - 050%,0% - 100%
202301,1825996.954,1625838.098,Route 040,Belgium,Brussels,0% - 050%,0% - 100%
202302,1830679.686,1618385.147,Route 040,Belgium,Brussels,0% - 050%,0% - 100%
202303,2059470.658,1962997.305,Route 040,Belgium,Brussels,0% - 050%,0% - 100%
202304,1829873.811,1445191.552,Route 040,Belgium,Brussels,0% - 050%,0% - 100%
202305,2179708.48,1744526.126,Route 040,Belgium,Brussels,0% - 050%,0% - 100%
202306,1874984.203,1717174.267,Route 040,Belgium,Brussels,0% - 050%,0% - 100%
202307,1831592.734,1636271.365,Route 040,Belgium,Brussels,0% - 050%,0% - 100%
202308,1951042.495,1419071.824,Route 040,Belgium,Brussels,0% - 050%,0% - 100%
202309,1879268.663,1674915.14,Route 040,Belgium,Brussels,0% - 050%,0% - 100%
202310,1999269.23,1680088.181,Route 040,Belgium,Brussels,0% - 050%,0% - 100%
202311,2290792.411,1832679.378,Route 040,Belgium,Brussels,0% - 050%,0% - 100%
202312,1788221.986,1555407.098,Route 040,Belgium,Brussels,0% - 050%,0% - 100%
202401,1837903.64,1648037.979,Route 040,Belgium,Brussels,0% - 050%,0% - 100%
202402,2129707.867,1753682.919,Route 040,Belgium,Brussels,0% - 050%,0% - 100%
202403,2238122.131,1734957.112,Route 040,Belgium,Brussels,0% - 050%,0% - 100%
202404,1953028.957,1826164.535,Route 040,Belgium,Brussels,0% - 050%,0% - 100%
202405,1990843.726,1876886.44,Route 040,Belgium,Brussels,0% - 050%,0% - 100%
202206,1869430.584,1706819.607,Route 041,Belgium,Brussels,0% - 050%,0% - 100%
202207,1844246.334,1659863.859,Route 041,Belgium,Brussels,0% - 050%,0% - 100%
202208,1844898.358,1483106.741,Route 041,Belgium,Brussels,0% - 050%,0% - 100%
202209,2317425.265,1855547.889,Route 041,Belgium,Brussels,0% - 050%,0% - 100%
202210,2130243.237,1740557.016,Route 041,Belgium,Brussels,0% - 050%,0% - 100%
202211,1977083.825,1834171.013,Route 041,Belgium,Brussels,0% - 050%,0% - 100%
202212,1827475.751,1628595.298,Route 041,Belgium,Brussels,0% - 050%,0% - 100%
202301,1825996.954,1625838.098,Route 041,Belgium,Brussels,0% - 050%,0% - 100%
202302,2160521.52,1618385.147,Route 041,Belgium,Brussels,0% - 050%,0% - 100%
202303,2048942.317,1962997.305,Route 041,Belgium,Brussels,0% - 050%,0% - 100%
202304,1938389.793,1445191.552,Route 041,Belgium,Brussels,0% - 050%,0% - 100%
202305,2189065.073,1744526.126,Route 041,Belgium,Brussels,0% - 050%,0% - 100%
202306,1874984.203,1717174.267,Route 041,Belgium,Brussels,0% - 050%,0% - 100%
202307,1831592.734,1636271.365,Route 041,Belgium,Brussels,0% - 050%,0% - 100%
202308,1905376.189,1419071.824,Route 041,Belgium,Brussels,0% - 050%,0% - 100%
202309,2049950.247,1674915.14,Route 041,Belgium,Brussels,0% - 050%,0% - 100%
202310,1864104.435,1680088.181,Route 041,Belgium,Brussels,0% - 050%,0% - 100%
202311,1986081.194,1832679.378,Route 041,Belgium,Brussels,0% - 050%,0% - 100%
202312,1788221.986,1555407.098,Route 041,Belgium,Brussels,0% - 050%,0% - 100%
202401,1837903.64,1648037.979,Route 041,Belgium,Brussels,0% - 050%,0% - 100%
202402,2157924.98,1753682.919,Route 041,Belgium,Brussels,0% - 050%,0% - 100%
202403,2219511.59,1734957.112,Route 041,Belgium,Brussels,0% - 050%,0% - 100%
202404,2315423.695,1826164.535,Route 041,Belgium,Brussels,0% - 050%,0% - 100%
202405,2041176.197,1876886.44,Route 041,Belgium,Brussels,0% - 050%,0% - 100%
202206,1869430.584,1706819.607,Route 042,Belgium,Brussels,0% - 050%,0% - 100%
202207,1844246.334,1659863.859,Route 042,Belgium,Brussels,0% - 050%,0% - 100%
202208,1757398.902,1483106.741,Route 042,Belgium,Brussels,0% - 050%,0% - 100%
202209,2038767.947,1855547.889,Route 042,Belgium,Brussels,0% - 050%,0% - 100%
202210,1934201.833,1740557.016,Route 042,Belgium,Brussels,0% - 050%,0% - 100%
202211,1937734.247,1834171.013,Route 042,Belgium,Brussels,0% - 050%,0% - 100%
202212,1827475.751,1628595.298,Route 042,Belgium,Brussels,0% - 050%,0% - 100%
202301,1825996.954,1625838.098,Route 042,Belgium,Brussels,0% - 050%,0% - 100%
202302,2056360.941,1618385.147,Route 042,Belgium,Brussels,0% - 050%,0% - 100%
202303,2291094.169,1962997.305,Route 042,Belgium,Brussels,0% - 050%,0% - 100%
202304,1798869.245,1445191.552,Route 042,Belgium,Brussels,0% - 050%,0% - 100%
202305,2095499.144,1744526.126,Route 042,Belgium,Brussels,0% - 050%,0% - 100%
202306,1874984.203,1717174.267,Route 042,Belgium,Brussels,0% - 050%,0% - 100%
202307,1831592.734,1636271.365,Route 042,Belgium,Brussels,0% - 050%,0% - 100%
202308,1996708.801,1419071.824,Route 042,Belgium,Brussels,0% - 050%,0% - 100%
202309,1933168.111,1674915.14,Route 042,Belgium,Brussels,0% - 050%,0% - 100%
202310,1900148.38,1680088.181,Route 042,Belgium,Brussels,0% - 050%,0% - 100%
202311,2231816.047,1832679.378,Route 042,Belgium,Brussels,0% - 050%,0% - 100%
202312,1788221.986,1555407.098,Route 042,Belgium,Brussels,0% - 050%,0% - 100%
202401,1837903.64,1648037.979,Route 042,Belgium,Brussels,0% - 050%,0% - 100%
202402,2270793.433,1753682.919,Route 042,Belgium,Brussels,0% - 050%,0% - 100%
202403,2210206.32,1734957.112,Route 042,Belgium,Brussels,0% - 050%,0% - 100%
202404,2286040.338,1826164.535,Route 042,Belgium,Brussels,0% - 050%,0% - 100%
202405,2172040.623,1876886.44,Route 042,Belgium,Brussels,0% - 050%,0% - 100%
202206,1869430.584,1706819.607,Route 043,Belgium,Brussels,0% - 050%,0% - 100%
202207,1844246.334,1659863.859,Route 043,Belgium,Brussels,0% - 050%,0% - 100%
202208,2083533.236,1483106.741,Route 043,Belgium,Brussels,0% - 050%,0% - 100%
202209,2148240.465,1855547.889,Route 043,Belgium,Brussels,0% - 050%,0% - 100%
202210,1943537.138,1740557.016,Route 043,Belgium,Brussels,0% - 050%,0% - 100%
202211,2350904.81,1834171.013,Route 043,Belgium,Brussels,0% - 050%,0% - 100%
202212,1827475.751,1628595.298,Route 043,Belgium,Brussels,0% - 050%,0% - 100%
202301,1825996.954,1625838.098,Route 043,Belgium,Brussels,0% - 050%,0% - 100%
202302,2056360.941,1618385.147,Route 043,Belgium,Brussels,0% - 050%,0% - 100%
202303,2375320.9,1962997.305,Route 043,Belgium,Brussels,0% - 050%,0% - 100%
202304,1736860.112,1445191.552,Route 043,Belgium,Brussels,0% - 050%,0% - 100%
202305,2151638.702,1744526.126,Route 043,Belgium,Brussels,0% - 050%,0% - 100%
202306,1874984.203,1717174.267,Route 043,Belgium,Brussels,0% - 050%,0% - 100%
202307,1831592.734,1636271.365,Route 043,Belgium,Brussels,0% - 050%,0% - 100%
202308,1745544.118,1419071.824,Route 043,Belgium,Brussels,0% - 050%,0% - 100%
202309,1987067.558,1674915.14,Route 043,Belgium,Brussels,0% - 050%,0% - 100%
202310,1927181.339,1680088.181,Route 043,Belgium,Brussels,0% - 050%,0% - 100%
202311,2261304.229,1832679.378,Route 043,Belgium,Brussels,0% - 050%,0% - 100%
202312,1788221.986,1555407.098,Route 043,Belgium,Brussels,0% - 050%,0% - 100%
202401,1837903.64,1648037.979,Route 043,Belgium,Brussels,0% - 050%,0% - 100%
202402,2016839.414,1753682.919,Route 043,Belgium,Brussels,0% - 050%,0% - 100%
202403,1977574.56,1734957.112,Route 043,Belgium,Brussels,0% - 050%,0% - 100%
202404,2158712.457,1826164.535,Route 043,Belgium,Brussels,0% - 050%,0% - 100%
202405,2131774.646,1876886.44,Route 043,Belgium,Brussels,0% - 050%,0% - 100%
202206,1869430.584,1706819.607,Route 044,Belgium,Brussels,0% - 050%,0% - 100%
202207,1844246.334,1659863.859,Route 044,Belgium,Brussels,0% - 050%,0% - 100%
202208,1948306.805,1483106.741,Route 044,Belgium,Brussels,0% - 050%,0% - 100%
202209,2168144.559,1855547.889,Route 044,Belgium,Brussels,0% - 050%,0% - 100%
202210,2242266.896,1740557.016,Route 044,Belgium,Brussels,0% - 050%,0% - 100%
202211,2242693.472,1834171.013,Route 044,Belgium,Brussels,0% - 050%,0% - 100%
202212,1827475.751,1628595.298,Route 044,Belgium,Brussels,0% - 050%,0% - 100%
202301,1825996.954,1625838.098,Route 044,Belgium,Brussels,0% - 050%,0% - 100%
202302,2186561.664,1618385.147,Route 044,Belgium,Brussels,0% - 050%,0% - 100%
202303,2354264.217,1962997.305,Route 044,Belgium,Brussels,0% - 050%,0% - 100%
202304,1744611.254,1445191.552,Route 044,Belgium,Brussels,0% - 050%,0% - 100%
202305,2179708.48,1744526.126,Route 044,Belgium,Brussels,0% - 050%,0% - 100%
202306,1874984.203,1717174.267,Route 044,Belgium,Brussels,0% - 050%,0% - 100%
202307,1831592.734,1636271.365,Route 044,Belgium,Brussels,0% - 050%,0% - 100%
202308,1989097.75,1419071.824,Route 044,Belgium,Brussels,0% - 050%,0% - 100%
202309,1870285.422,1674915.14,Route 044,Belgium,Brussels,0% - 050%,0% - 100%
202310,2224543.889,1680088.181,Route 044,Belgium,Brussels,0% - 050%,0% - 100%
202311,2113863.318,1832679.378,Route 044,Belgium,Brussels,0% - 050%,0% - 100%
202312,1788221.986,1555407.098,Route 044,Belgium,Brussels,0% - 050%,0% - 100%
202401,1837903.64,1648037.979,Route 044,Belgium,Brussels,0% - 050%,0% - 100%
202402,2082679.345,1753682.919,Route 044,Belgium,Brussels,0% - 050%,0% - 100%
202403,1912437.667,1734957.112,Route 044,Belgium,Brussels,0% - 050%,0% - 100%
202404,2335012.6,1826164.535,Route 044,Belgium,Brussels,0% - 050%,0% - 100%
202405,2232439.589,1876886.44,Route 044,Belgium,Brussels,0% - 050%,0% - 100%
202206,1869430.584,1706819.607,Route 045,Belgium,Brussels,0% - 050%,0% - 100%
202207,1844246.334,1659863.859,Route 045,Belgium,Brussels,0% - 050%,0% - 100%
202208,1836943.862,1483106.741,Route 045,Belgium,Brussels,0% - 050%,0% - 100%
202209,2028815.9,1855547.889,Route 045,Belgium,Brussels,0% - 050%,0% - 100%
202210,2083566.712,1740557.016,Route 045,Belgium,Brussels,0% - 050%,0% - 100%
202211,2045945.585,1834171.013,Route 045,Belgium,Brussels,0% - 050%,0% - 100%
202212,1827475.751,1628595.298,Route 045,Belgium,Brussels,0% - 050%,0% - 100%
