isGranular,dataGranularityL1,dataGranularityL2,dataGranularityL3,dataGranularityL4,runtTimeVersion,observationID,obsGroupID,PK_ID,Source
Y,Belgium,Brussels,1) 0%,0% - 100%,202506081933,7,9,7_9_2,Business Input
Y,Belgium,Brussels,1) 0%,0% - 100%,202506081933,8,9,8_9_2,Business Input
Y,Belgium,Brussels,1) 0%,0% - 100%,202506081933,9,9,9_9_2,Business Input
Y,Belgium,Brussels,1) 0%,0% - 100%,202506081933,10,9,10_9_2,Business Input
Y,Belgium,Brussels,1) 0%,0% - 100%,202506081933,11,9,11_9_2,Business Input
Y,Belgium,Brussels,1) 0%,0% - 100%,202506081933,12,9,12_9_2,Business Input
Y,Belgium,Brussels,1) 0%,0% - 100%,202506081933,13,9,13_9_2,Business Input
Y,Belgium,Brussels,1) 0%,0% - 100%,202506081933,14,9,14_9_2,Business Input
Y,Belgium,Brussels,1) 0%,0% - 100%,202506081933,15,9,15_9_2,Business Input
Y,Belgium,Brussels,1) 0%,0% - 100%,202506081933,16,9,16_9_2,Business Input
Y,Belgium,Brussels,1) 0%,0% - 100%,202506081933,17,9,17_9_2,Business Input
Y,Belgium,Brussels,1) 0%,0% - 100%,202506081933,18,9,18_9_2,Business Input
Y,Belgium,Brussels,1) 0%,0% - 100%,202506081933,19,9,19_9_2,Business Input
Y,Belgium,Brussels,1) 0%,0% - 100%,202506081933,20,9,20_9_2,Business Input
Y,Belgium,Brussels,1) 0%,0% - 100%,202506081933,21,9,21_9_2,Business Input
Y,Belgium,Brussels,1) 0%,0% - 100%,202506081933,22,9,22_9_2,Business Input
Y,Belgium,Brussels,1) 0%,0% - 100%,202506081933,23,9,23_9_2,Business Input
Y,Belgium,Brussels,1) 0%,0% - 100%,202506081933,24,9,24_9_2,Business Input
Y,Spain,Barcelona,1) 0%,0% - 100%,202506081933,1,10,1_10_2,Business Input
Y,Spain,Barcelona,1) 0%,0% - 100%,202506081933,2,10,2_10_2,Business Input
Y,Spain,Barcelona,1) 0%,0% - 100%,202506081933,3,10,3_10_2,Business Input
Y,Spain,Barcelona,1) 0%,0% - 100%,202506081933,4,10,4_10_2,Business Input
Y,Spain,Barcelona,1) 0%,0% - 100%,202506081933,5,10,5_10_2,Business Input
Y,Spain,Barcelona,1) 0%,0% - 100%,202506081933,6,10,6_10_2,Business Input
Y,Spain,Barcelona,1) 0%,0% - 100%,202506081933,7,10,7_10_2,Business Input
Y,Spain,Barcelona,1) 0%,0% - 100%,202506081933,8,10,8_10_2,Business Input
Y,Spain,Barcelona,1) 0%,0% - 100%,202506081933,9,10,9_10_2,Business Input
Y,Spain,Barcelona,1) 0%,0% - 100%,202506081933,10,10,10_10_2,Business Input
Y,Spain,Barcelona,1) 0%,0% - 100%,202506081933,11,10,11_10_2,Business Input
Y,Spain,Barcelona,1) 0%,0% - 100%,202506081933,12,10,12_10_2,Business Input
Y,Spain,Barcelona,1) 0%,0% - 100%,202506081933,13,10,13_10_2,Business Input
Y,Spain,Barcelona,1) 0%,0% - 100%,202506081933,14,10,14_10_2,Business Input
Y,Spain,Barcelona,1) 0%,0% - 100%,202506081933,15,10,15_10_2,Business Input
Y,Spain,Barcelona,1) 0%,0% - 100%,202506081933,16,10,16_10_2,Business Input
Y,Spain,Barcelona,1) 0%,0% - 100%,202506081933,17,10,17_10_2,Business Input
Y,Spain,Barcelona,1) 0%,0% - 100%,202506081933,18,10,18_10_2,Business Input
Y,Spain,Barcelona,1) 0%,0% - 100%,202506081933,19,10,19_10_2,Business Input
Y,Spain,Barcelona,1) 0%,0% - 100%,202506081933,20,10,20_10_2,Business Input
Y,Spain,Barcelona,1) 0%,0% - 100%,202506081933,21,10,21_10_2,Business Input
Y,Spain,Barcelona,1) 0%,0% - 100%,202506081933,22,10,22_10_2,Business Input
Y,Spain,Barcelona,1) 0%,0% - 100%,202506081933,23,10,23_10_2,Business Input
Y,Spain,Barcelona,1) 0%,0% - 100%,202506081933,24,10,24_10_2,Business Input
Y,Belgium,Brussels,8) 140%,0% - 200%,202506081933,1,11,1_11_2,Business Input
Y,Belgium,Brussels,8) 140%,0% - 200%,202506081933,2,11,2_11_2,Business Input
Y,Belgium,Brussels,8) 140%,0% - 200%,202506081933,3,11,3_11_2,Business Input
Y,Belgium,Brussels,8) 140%,0% - 200%,202506081933,4,11,4_11_2,Business Input
Y,Belgium,Brussels,8) 140%,0% - 200%,202506081933,5,11,5_11_2,Business Input
Y,Belgium,Brussels,8) 140%,0% - 200%,202506081933,6,11,6_11_2,Business Input
Y,Belgium,Brussels,8) 140%,0% - 200%,202506081933,7,11,7_11_2,Business Input
Y,Belgium,Brussels,8) 140%,0% - 200%,202506081933,8,11,8_11_2,Business Input
Y,Belgium,Brussels,8) 140%,0% - 200%,202506081933,9,11,9_11_2,Business Input
Y,Belgium,Brussels,8) 140%,0% - 200%,202506081933,10,11,10_11_2,Business Input
Y,Belgium,Brussels,8) 140%,0% - 200%,202506081933,11,11,11_11_2,Business Input
Y,Belgium,Brussels,8) 140%,0% - 200%,202506081933,12,11,12_11_2,Business Input
Y,Belgium,Brussels,8) 140%,0% - 200%,202506081933,13,11,13_11_2,Business Input
Y,Belgium,Brussels,8) 140%,0% - 200%,202506081933,14,11,14_11_2,Business Input
Y,Belgium,Brussels,8) 140%,0% - 200%,202506081933,15,11,15_11_2,Business Input
Y,Belgium,Brussels,8) 140%,0% - 200%,202506081933,16,11,16_11_2,Business Input
Y,Belgium,Brussels,8) 140%,0% - 200%,202506081933,17,11,17_11_2,Business Input
Y,Belgium,Brussels,8) 140%,0% - 200%,202506081933,18,11,18_11_2,Business Input
Y,Belgium,Brussels,8) 140%,0% - 200%,202506081933,19,11,19_11_2,Business Input
Y,Belgium,Brussels,8) 140%,0% - 200%,202506081933,20,11,20_11_2,Business Input
Y,Belgium,Brussels,8) 140%,0% - 200%,202506081933,21,11,21_11_2,Business Input
Y,Belgium,Brussels,8) 140%,0% - 200%,202506081933,22,11,22_11_2,Business Input
Y,Belgium,Brussels,8) 140%,0% - 200%,202506081933,23,11,23_11_2,Business Input
Y,Belgium,Brussels,8) 140%,0% - 200%,202506081933,24,11,24_11_2,Business Input
Y,Spain,Barcelona,8) 140%,0% - 200%,202506081933,1,12,1_12_2,Business Input
Y,Spain,Barcelona,8) 140%,0% - 200%,202506081933,2,12,2_12_2,Business Input
Y,Spain,Barcelona,8) 140%,0% - 200%,202506081933,3,12,3_12_2,Business Input
Y,Spain,Barcelona,8) 140%,0% - 200%,202506081933,4,12,4_12_2,Business Input
Y,Spain,Barcelona,8) 140%,0% - 200%,202506081933,5,12,5_12_2,Business Input
Y,Spain,Barcelona,8) 140%,0% - 200%,202506081933,6,12,6_12_2,Business Input
Y,Spain,Barcelona,8) 140%,0% - 200%,202506081933,7,12,7_12_2,Business Input
Y,Spain,Barcelona,8) 140%,0% - 200%,202506081933,8,12,8_12_2,Business Input
Y,Spain,Barcelona,8) 140%,0% - 200%,202506081933,9,12,9_12_2,Business Input
Y,Spain,Barcelona,8) 140%,0% - 200%,202506081933,10,12,10_12_2,Business Input
Y,Spain,Barcelona,8) 140%,0% - 200%,202506081933,11,12,11_12_2,Business Input
Y,Spain,Barcelona,8) 140%,0% - 200%,202506081933,12,12,12_12_2,Business Input
Y,Spain,Barcelona,8) 140%,0% - 200%,202506081933,13,12,13_12_2,Business Input
Y,Spain,Barcelona,8) 140%,0% - 200%,202506081933,14,12,14_12_2,Business Input
Y,Spain,Barcelona,8) 140%,0% - 200%,202506081933,15,12,15_12_2,Business Input
Y,Spain,Barcelona,8) 140%,0% - 200%,202506081933,16,12,16_12_2,Business Input
Y,Spain,Barcelona,8) 140%,0% - 200%,202506081933,17,12,17_12_2,Business Input
Y,Spain,Barcelona,8) 140%,0% - 200%,202506081933,18,12,18_12_2,Business Input
Y,Spain,Barcelona,8) 140%,0% - 200%,202506081933,19,12,19_12_2,Business Input
Y,Spain,Barcelona,8) 140%,0% - 200%,202506081933,20,12,20_12_2,Business Input
Y,Spain,Barcelona,8) 140%,0% - 200%,202506081933,21,12,21_12_2,Business Input
Y,Spain,Barcelona,8) 140%,0% - 200%,202506081933,22,12,22_12_2,Business Input
Y,Spain,Barcelona,8) 140%,0% - 200%,202506081933,23,12,23_12_2,Business Input
Y,Spain,Barcelona,8) 140%,0% - 200%,202506081933,24,12,24_12_2,Business Input
Y,Spain,Barcelona,5) 80%,0% - 100%,202506081933,1,13,1_13_2,Business Input
Y,Spain,Barcelona,5) 80%,0% - 100%,202506081933,2,13,2_13_2,Business Input
Y,Spain,Barcelona,5) 80%,0% - 100%,202506081933,3,13,3_13_2,Business Input
Y,Spain,Barcelona,5) 80%,0% - 100%,202506081933,4,13,4_13_2,Business Input
Y,Spain,Barcelona,5) 80%,0% - 100%,202506081933,5,13,5_13_2,Business Input
Y,Spain,Barcelona,5) 80%,0% - 100%,202506081933,6,13,6_13_2,Business Input
Y,Spain,Barcelona,5) 80%,0% - 100%,202506081933,7,13,7_13_2,Business Input
Y,Spain,Barcelona,5) 80%,0% - 100%,202506081933,8,13,8_13_2,Business Input
Y,Spain,Barcelona,5) 80%,0% - 100%,202506081933,9,13,9_13_2,Business Input
Y,Spain,Barcelona,5) 80%,0% - 100%,202506081933,10,13,10_13_2,Business Input
Y,Spain,Barcelona,5) 80%,0% - 100%,202506081933,11,13,11_13_2,Business Input
Y,Spain,Barcelona,5) 80%,0% - 100%,202506081933,12,13,12_13_2,Business Input
Y,Spain,Barcelona,5) 80%,0% - 100%,202506081933,13,13,13_13_2,Business Input
Y,Spain,Barcelona,5) 80%,0% - 100%,202506081933,14,13,14_13_2,Business Input
Y,Spain,Barcelona,5) 80%,0% - 100%,202506081933,15,13,15_13_2,Business Input
Y,Spain,Barcelona,5) 80%,0% - 100%,202506081933,16,13,16_13_2,Business Input
Y,Spain,Barcelona,5) 80%,0% - 100%,202506081933,17,13,17_13_2,Business Input
Y,Spain,Barcelona,5) 80%,0% - 100%,202506081933,18,13,18_13_2,Business Input
Y,Spain,Barcelona,5) 80%,0% - 100%,202506081933,19,13,19_13_2,Business Input
Y,Spain,Barcelona,5) 80%,0% - 100%,202506081933,20,13,20_13_2,Business Input
Y,Spain,Barcelona,5) 80%,0% - 100%,202506081933,21,13,21_13_2,Business Input
Y,Spain,Barcelona,5) 80%,0% - 100%,202506081933,22,13,22_13_2,Business Input
Y,Spain,Barcelona,5) 80%,0% - 100%,202506081933,23,13,23_13_2,Business Input
Y,Spain,Barcelona,5) 80%,0% - 100%,202506081933,24,13,24_13_2,Business Input
Y,Belgium,Brussels,3) 40%,0% - 100%,202506081933,1,14,1_14_2,Business Input
Y,Belgium,Brussels,3) 40%,0% - 100%,202506081933,2,14,2_14_2,Business Input
Y,Belgium,Brussels,3) 40%,0% - 100%,202506081933,3,14,3_14_2,Business Input
Y,Belgium,Brussels,3) 40%,0% - 100%,202506081933,4,14,4_14_2,Business Input
Y,Belgium,Brussels,3) 40%,0% - 100%,202506081933,5,14,5_14_2,Business Input
Y,Belgium,Brussels,3) 40%,0% - 100%,202506081933,6,14,6_14_2,Business Input
Y,Belgium,Brussels,3) 40%,0% - 100%,202506081933,7,14,7_14_2,Business Input
Y,Belgium,Brussels,3) 40%,0% - 100%,202506081933,8,14,8_14_2,Business Input
Y,Belgium,Brussels,3) 40%,0% - 100%,202506081933,9,14,9_14_2,Business Input
Y,Belgium,Brussels,3) 40%,0% - 100%,202506081933,10,14,10_14_2,Business Input
Y,Belgium,Brussels,3) 40%,0% - 100%,202506081933,11,14,11_14_2,Business Input
Y,Belgium,Brussels,3) 40%,0% - 100%,202506081933,12,14,12_14_2,Business Input
Y,Belgium,Brussels,3) 40%,0% - 100%,202506081933,13,14,13_14_2,Business Input
Y,Belgium,Brussels,3) 40%,0% - 100%,202506081933,14,14,14_14_2,Business Input
Y,Belgium,Brussels,3) 40%,0% - 100%,202506081933,15,14,15_14_2,Business Input
Y,Belgium,Brussels,3) 40%,0% - 100%,202506081933,16,14,16_14_2,Business Input
Y,Belgium,Brussels,3) 40%,0% - 100%,202506081933,17,14,17_14_2,Business Input
Y,Belgium,Brussels,3) 40%,0% - 100%,202506081933,18,14,18_14_2,Business Input
Y,Belgium,Brussels,3) 40%,0% - 100%,202506081933,19,14,19_14_2,Business Input
Y,Belgium,Brussels,3) 40%,0% - 100%,202506081933,20,14,20_14_2,Business Input
Y,Belgium,Brussels,3) 40%,0% - 100%,202506081933,21,14,21_14_2,Business Input
Y,Belgium,Brussels,3) 40%,0% - 100%,202506081933,22,14,22_14_2,Business Input
Y,Belgium,Brussels,3) 40%,0% - 100%,202506081933,23,14,23_14_2,Business Input
Y,Belgium,Brussels,3) 40%,0% - 100%,202506081933,24,14,24_14_2,Business Input
Y,Spain,Barcelona,3) 40%,0% - 100%,202506081933,1,15,1_15_2,Business Input
Y,Spain,Barcelona,3) 40%,0% - 100%,202506081933,2,15,2_15_2,Business Input
Y,Spain,Barcelona,3) 40%,0% - 100%,202506081933,3,15,3_15_2,Business Input
Y,Spain,Barcelona,3) 40%,0% - 100%,202506081933,4,15,4_15_2,Business Input
Y,Spain,Barcelona,3) 40%,0% - 100%,202506081933,5,15,5_15_2,Business Input
Y,Spain,Barcelona,3) 40%,0% - 100%,202506081933,6,15,6_15_2,Business Input
Y,Spain,Barcelona,3) 40%,0% - 100%,202506081933,7,15,7_15_2,Business Input
Y,Spain,Barcelona,3) 40%,0% - 100%,202506081933,8,15,8_15_2,Business Input
Y,Spain,Barcelona,3) 40%,0% - 100%,202506081933,9,15,9_15_2,Business Input
Y,Spain,Barcelona,3) 40%,0% - 100%,202506081933,10,15,10_15_2,Business Input
Y,Spain,Barcelona,3) 40%,0% - 100%,202506081933,11,15,11_15_2,Business Input
Y,Spain,Barcelona,3) 40%,0% - 100%,202506081933,12,15,12_15_2,Business Input
Y,Spain,Barcelona,3) 40%,0% - 100%,202506081933,13,15,13_15_2,Business Input
Y,Spain,Barcelona,3) 40%,0% - 100%,202506081933,14,15,14_15_2,Business Input
Y,Spain,Barcelona,3) 40%,0% - 100%,202506081933,15,15,15_15_2,Business Input
Y,Spain,Barcelona,3) 40%,0% - 100%,202506081933,16,15,16_15_2,Business Input
Y,Spain,Barcelona,3) 40%,0% - 100%,202506081933,17,15,17_15_2,Business Input
Y,Spain,Barcelona,3) 40%,0% - 100%,202506081933,18,15,18_15_2,Business Input
Y,Spain,Barcelona,3) 40%,0% - 100%,202506081933,19,15,19_15_2,Business Input
Y,Spain,Barcelona,3) 40%,0% - 100%,202506081933,20,15,20_15_2,Business Input
Y,Spain,Barcelona,3) 40%,0% - 100%,202506081933,21,15,21_15_2,Business Input
Y,Spain,Barcelona,3) 40%,0% - 100%,202506081933,22,15,22_15_2,Business Input
Y,Spain,Barcelona,3) 40%,0% - 100%,202506081933,23,15,23_15_2,Business Input
Y,Spain,Barcelona,3) 40%,0% - 100%,202506081933,24,15,24_15_2,Business Input
Y,Belgium,Brussels,10) 180%,0% - 200%,202506081933,1,16,1_16_2,Business Input
Y,Belgium,Brussels,10) 180%,0% - 200%,202506081933,2,16,2_16_2,Business Input
Y,Belgium,Brussels,10) 180%,0% - 200%,202506081933,3,16,3_16_2,Business Input
Y,Belgium,Brussels,10) 180%,0% - 200%,202506081933,4,16,4_16_2,Business Input
Y,Belgium,Brussels,10) 180%,0% - 200%,202506081933,5,16,5_16_2,Business Input
Y,Belgium,Brussels,10) 180%,0% - 200%,202506081933,6,16,6_16_2,Business Input
Y,Belgium,Brussels,10) 180%,0% - 200%,202506081933,7,16,7_16_2,Business Input
Y,Belgium,Brussels,10) 180%,0% - 200%,202506081933,8,16,8_16_2,Business Input
Y,Belgium,Brussels,10) 180%,0% - 200%,202506081933,9,16,9_16_2,Business Input
Y,Belgium,Brussels,10) 180%,0% - 200%,202506081933,10,16,10_16_2,Business Input
Y,Belgium,Brussels,10) 180%,0% - 200%,202506081933,11,16,11_16_2,Business Input
Y,Belgium,Brussels,10) 180%,0% - 200%,202506081933,12,16,12_16_2,Business Input
Y,Belgium,Brussels,10) 180%,0% - 200%,202506081933,13,16,13_16_2,Business Input
Y,Belgium,Brussels,10) 180%,0% - 200%,202506081933,14,16,14_16_2,Business Input
Y,Belgium,Brussels,10) 180%,0% - 200%,202506081933,15,16,15_16_2,Business Input
Y,Belgium,Brussels,10) 180%,0% - 200%,202506081933,16,16,16_16_2,Business Input
Y,Belgium,Brussels,10) 180%,0% - 200%,202506081933,17,16,17_16_2,Business Input
Y,Belgium,Brussels,10) 180%,0% - 200%,202506081933,18,16,18_16_2,Business Input
Y,Belgium,Brussels,10) 180%,0% - 200%,202506081933,19,16,19_16_2,Business Input
Y,Belgium,Brussels,10) 180%,0% - 200%,202506081933,20,16,20_16_2,Business Input
Y,Belgium,Brussels,10) 180%,0% - 200%,202506081933,21,16,21_16_2,Business Input
Y,Belgium,Brussels,10) 180%,0% - 200%,202506081933,22,16,22_16_2,Business Input
Y,Belgium,Brussels,10) 180%,0% - 200%,202506081933,23,16,23_16_2,Business Input
Y,Belgium,Brussels,10) 180%,0% - 200%,202506081933,24,16,24_16_2,Business Input
Y,Belgium,Brussels,4) 60%,0% - 100%,202506081933,1,17,1_17_2,Business Input
Y,Belgium,Brussels,4) 60%,0% - 100%,202506081933,2,17,2_17_2,Business Input
Y,Belgium,Brussels,4) 60%,0% - 100%,202506081933,3,17,3_17_2,Business Input
Y,Belgium,Brussels,4) 60%,0% - 100%,202506081933,4,17,4_17_2,Business Input
Y,Belgium,Brussels,4) 60%,0% - 100%,202506081933,5,17,5_17_2,Business Input
Y,Belgium,Brussels,4) 60%,0% - 100%,202506081933,6,17,6_17_2,Business Input
Y,Belgium,Brussels,4) 60%,0% - 100%,202506081933,7,17,7_17_2,Business Input
Y,Belgium,Brussels,4) 60%,0% - 100%,202506081933,8,17,8_17_2,Business Input
Y,Belgium,Brussels,4) 60%,0% - 100%,202506081933,9,17,9_17_2,Business Input
Y,Belgium,Brussels,4) 60%,0% - 100%,202506081933,10,17,10_17_2,Business Input
Y,Belgium,Brussels,4) 60%,0% - 100%,202506081933,11,17,11_17_2,Business Input
Y,Belgium,Brussels,4) 60%,0% - 100%,202506081933,12,17,12_17_2,Business Input
Y,Belgium,Brussels,4) 60%,0% - 100%,202506081933,13,17,13_17_2,Business Input
Y,Belgium,Brussels,4) 60%,0% - 100%,202506081933,14,17,14_17_2,Business Input
Y,Belgium,Brussels,4) 60%,0% - 100%,202506081933,15,17,15_17_2,Business Input
Y,Belgium,Brussels,4) 60%,0% - 100%,202506081933,16,17,16_17_2,Business Input
Y,Belgium,Brussels,4) 60%,0% - 100%,202506081933,17,17,17_17_2,Business Input
Y,Belgium,Brussels,4) 60%,0% - 100%,202506081933,18,17,18_17_2,Business Input
Y,Belgium,Brussels,4) 60%,0% - 100%,202506081933,19,17,19_17_2,Business Input
Y,Belgium,Brussels,4) 60%,0% - 100%,202506081933,20,17,20_17_2,Business Input
Y,Belgium,Brussels,4) 60%,0% - 100%,202506081933,21,17,21_17_2,Business Input
Y,Belgium,Brussels,4) 60%,0% - 100%,202506081933,22,17,22_17_2,Business Input
Y,Belgium,Brussels,4) 60%,0% - 100%,202506081933,23,17,23_17_2,Business Input
Y,Belgium,Brussels,4) 60%,0% - 100%,202506081933,24,17,24_17_2,Business Input
Y,Spain,Barcelona,6) 100%,0% - 200%,202506081933,1,18,1_18_2,Business Input
Y,Spain,Barcelona,6) 100%,0% - 200%,202506081933,2,18,2_18_2,Business Input
Y,Spain,Barcelona,6) 100%,0% - 200%,202506081933,3,18,3_18_2,Business Input
Y,Spain,Barcelona,6) 100%,0% - 200%,202506081933,4,18,4_18_2,Business Input
Y,Spain,Barcelona,6) 100%,0% - 200%,202506081933,5,18,5_18_2,Business Input
Y,Spain,Barcelona,6) 100%,0% - 200%,202506081933,6,18,6_18_2,Business Input
Y,Spain,Barcelona,6) 100%,0% - 200%,202506081933,7,18,7_18_2,Business Input
Y,Spain,Barcelona,6) 100%,0% - 200%,202506081933,8,18,8_18_2,Business Input
Y,Spain,Barcelona,6) 100%,0% - 200%,202506081933,9,18,9_18_2,Business Input
Y,Spain,Barcelona,6) 100%,0% - 200%,202506081933,10,18,10_18_2,Business Input
Y,Spain,Barcelona,6) 100%,0% - 200%,202506081933,11,18,11_18_2,Business Input
Y,Spain,Barcelona,6) 100%,0% - 200%,202506081933,12,18,12_18_2,Business Input
Y,Spain,Barcelona,6) 100%,0% - 200%,202506081933,13,18,13_18_2,Business Input
Y,Spain,Barcelona,6) 100%,0% - 200%,202506081933,14,18,14_18_2,Business Input
Y,Spain,Barcelona,6) 100%,0% - 200%,202506081933,15,18,15_18_2,Business Input
Y,Spain,Barcelona,6) 100%,0% - 200%,202506081933,16,18,16_18_2,Business Input
Y,Spain,Barcelona,6) 100%,0% - 200%,202506081933,17,18,17_18_2,Business Input
Y,Spain,Barcelona,6) 100%,0% - 200%,202506081933,18,18,18_18_2,Business Input
Y,Spain,Barcelona,6) 100%,0% - 200%,202506081933,19,18,19_18_2,Business Input
Y,Spain,Barcelona,6) 100%,0% - 200%,202506081933,20,18,20_18_2,Business Input
Y,Spain,Barcelona,6) 100%,0% - 200%,202506081933,21,18,21_18_2,Business Input
Y,Spain,Barcelona,6) 100%,0% - 200%,202506081933,22,18,22_18_2,Business Input
Y,Spain,Barcelona,6) 100%,0% - 200%,202506081933,23,18,23_18_2,Business Input
Y,Spain,Barcelona,6) 100%,0% - 200%,202506081933,24,18,24_18_2,Business Input
Y,Spain,Barcelona,9) 160%,0% - 200%,202506081933,1,19,1_19_2,Business Input
Y,Spain,Barcelona,9) 160%,0% - 200%,202506081933,2,19,2_19_2,Business Input
Y,Spain,Barcelona,9) 160%,0% - 200%,202506081933,3,19,3_19_2,Business Input
Y,Spain,Barcelona,9) 160%,0% - 200%,202506081933,4,19,4_19_2,Business Input
Y,Spain,Barcelona,9) 160%,0% - 200%,202506081933,5,19,5_19_2,Business Input
Y,Spain,Barcelona,9) 160%,0% - 200%,202506081933,6,19,6_19_2,Business Input
Y,Spain,Barcelona,9) 160%,0% - 200%,202506081933,7,19,7_19_2,Business Input
Y,Spain,Barcelona,9) 160%,0% - 200%,202506081933,8,19,8_19_2,Business Input
Y,Spain,Barcelona,9) 160%,0% - 200%,202506081933,9,19,9_19_2,Business Input
Y,Spain,Barcelona,9) 160%,0% - 200%,202506081933,10,19,10_19_2,Business Input
Y,Spain,Barcelona,9) 160%,0% - 200%,202506081933,11,19,11_19_2,Business Input
Y,Spain,Barcelona,9) 160%,0% - 200%,202506081933,12,19,12_19_2,Business Input
Y,Spain,Barcelona,9) 160%,0% - 200%,202506081933,13,19,13_19_2,Business Input
Y,Spain,Barcelona,9) 160%,0% - 200%,202506081933,14,19,14_19_2,Business Input
Y,Spain,Barcelona,9) 160%,0% - 200%,202506081933,15,19,15_19_2,Business Input
Y,Spain,Barcelona,9) 160%,0% - 200%,202506081933,16,19,16_19_2,Business Input
Y,Spain,Barcelona,9) 160%,0% - 200%,202506081933,17,19,17_19_2,Business Input
Y,Spain,Barcelona,9) 160%,0% - 200%,202506081933,18,19,18_19_2,Business Input
Y,Spain,Barcelona,9) 160%,0% - 200%,202506081933,19,19,19_19_2,Business Input
Y,Spain,Barcelona,9) 160%,0% - 200%,202506081933,20,19,20_19_2,Business Input
Y,Spain,Barcelona,9) 160%,0% - 200%,202506081933,21,19,21_19_2,Business Input
Y,Spain,Barcelona,9) 160%,0% - 200%,202506081933,22,19,22_19_2,Business Input
Y,Spain,Barcelona,9) 160%,0% - 200%,202506081933,23,19,23_19_2,Business Input
Y,Spain,Barcelona,9) 160%,0% - 200%,202506081933,24,19,24_19_2,Business Input
Y,Belgium,Brussels,6) 100%,0% - 200%,202506081933,1,20,1_20_2,Business Input
Y,Belgium,Brussels,6) 100%,0% - 200%,202506081933,2,20,2_20_2,Business Input
Y,Belgium,Brussels,6) 100%,0% - 200%,202506081933,3,20,3_20_2,Business Input
Y,Belgium,Brussels,6) 100%,0% - 200%,202506081933,4,20,4_20_2,Business Input
Y,Belgium,Brussels,6) 100%,0% - 200%,202506081933,5,20,5_20_2,Business Input
Y,Belgium,Brussels,6) 100%,0% - 200%,202506081933,6,20,6_20_2,Business Input
Y,Belgium,Brussels,6) 100%,0% - 200%,202506081933,7,20,7_20_2,Business Input
Y,Belgium,Brussels,6) 100%,0% - 200%,202506081933,8,20,8_20_2,Business Input
Y,Belgium,Brussels,6) 100%,0% - 200%,202506081933,9,20,9_20_2,Business Input
Y,Belgium,Brussels,6) 100%,0% - 200%,202506081933,10,20,10_20_2,Business Input
Y,Belgium,Brussels,6) 100%,0% - 200%,202506081933,11,20,11_20_2,Business Input
Y,Belgium,Brussels,6) 100%,0% - 200%,202506081933,12,20,12_20_2,Business Input
Y,Belgium,Brussels,6) 100%,0% - 200%,202506081933,13,20,13_20_2,Business Input
Y,Belgium,Brussels,6) 100%,0% - 200%,202506081933,14,20,14_20_2,Business Input
Y,Belgium,Brussels,6) 100%,0% - 200%,202506081933,15,20,15_20_2,Business Input
Y,Belgium,Brussels,6) 100%,0% - 200%,202506081933,16,20,16_20_2,Business Input
Y,Belgium,Brussels,6) 100%,0% - 200%,202506081933,17,20,17_20_2,Business Input
Y,Belgium,Brussels,6) 100%,0% - 200%,202506081933,18,20,18_20_2,Business Input
Y,Belgium,Brussels,6) 100%,0% - 200%,202506081933,19,20,19_20_2,Business Input
Y,Belgium,Brussels,6) 100%,0% - 200%,202506081933,20,20,20_20_2,Business Input
Y,Belgium,Brussels,6) 100%,0% - 200%,202506081933,21,20,21_20_2,Business Input
Y,Belgium,Brussels,6) 100%,0% - 200%,202506081933,22,20,22_20_2,Business Input
Y,Belgium,Brussels,6) 100%,0% - 200%,202506081933,23,20,23_20_2,Business Input
Y,Belgium,Brussels,6) 100%,0% - 200%,202506081933,24,20,24_20_2,Business Input
Y,Spain,Barcelona,9) 160%,0% - 200%,202506081933,0,19,0_19_2, Modeled Cost
Y,Belgium,Brussels,4) 60%,0% - 100%,202506081933,0,17,0_17_2, Modeled Cost
Y,Belgium,Brussels,3) 40%,0% - 100%,202506081933,0,14,0_14_2, Modeled Cost
Y,Belgium,Brussels,7) 120%,0% - 200%,202506081933,0,7,0_7_2, Modeled Cost
Y,Spain,Barcelona,4) 60%,0% - 100%,202506081933,0,2,0_2_2, Modeled Cost
Y,Belgium,Brussels,9) 160%,0% - 200%,202506081933,0,4,0_4_2, Modeled Cost
Y,Spain,Barcelona,7) 120%,0% - 200%,202506081933,0,3,0_3_2, Modeled Cost
Y,Spain,Barcelona,1) 0%,0% - 100%,202506081933,0,10,0_10_2, Modeled Cost
Y,Spain,Barcelona,8) 140%,0% - 200%,202506081933,0,12,0_12_2, Modeled Cost
Y,Spain,Barcelona,2) 20%,0% - 100%,202506081933,0,5,0_5_2, Modeled Cost
Y,Belgium,Brussels,8) 140%,0% - 200%,202506081933,0,11,0_11_2, Modeled Cost
Y,Spain,Barcelona,3) 40%,0% - 100%,202506081933,0,15,0_15_2, Modeled Cost
Y,Spain,Barcelona,5) 80%,0% - 100%,202506081933,0,13,0_13_2, Modeled Cost
Y,Belgium,Brussels,6) 100%,0% - 200%,202506081933,0,20,0_20_2, Modeled Cost
Y,Belgium,Brussels,5) 80%,0% - 100%,202506081933,0,8,0_8_2, Modeled Cost
Y,Spain,Barcelona,10) 180%,0% - 200%,202506081933,0,0,0_0_2, Modeled Cost
Y,Belgium,Brussels,2) 20%,0% - 100%,202506081933,0,6,0_6_2, Modeled Cost
Y,Belgium,Brussels,1) 0%,0% - 100%,202506081933,0,9,0_9_2, Modeled Cost
Y,Germany,Berlin,0% - 9%,0% - 100%,202506081933,0,1,0_1_2, Modeled Cost
