observationID,obsGroupID,periodID,costInput,costDriverInput,costActivity,dataGranularityL1,dataGranularityL2,dataGranularityL3,dataGranularityL4,isGranular,runtTimeVersion,PK_ID,Source
7,17,202401,1827475.751,1628595.298,Route 004,Belgium,Brussels,4) 60%,0% - 100%,Y,202506081933,7_17_2,Business Input
8,17,202402,1825996.954,1625838.098,Route 004,Belgium,Brussels,4) 60%,0% - 100%,Y,202506081933,8_17_2,Business Input
9,17,202403,1821999.638,1618385.147,Route 004,Belgium,Brussels,4) 60%,0% - 100%,Y,202506081933,9_17_2,Business Input
10,17,202404,2006828.952,1962997.305,Route 004,Belgium,Brussels,4) 60%,0% - 100%,Y,202506081933,10_17_2,Business Input
11,17,202405,1798869.245,1445191.552,Route 004,Belgium,Brussels,4) 60%,0% - 100%,Y,202506081933,11_17_2,Business Input
12,17,202406,2095499.144,1744526.126,Route 004,Belgium,Brussels,4) 60%,0% - 100%,Y,202506081933,12_17_2,Business Input
13,17,202407,1874984.203,1717174.267,Route 004,Belgium,Brussels,4) 60%,0% - 100%,Y,202506081933,13_17_2,Business Input
14,17,202408,1831592.734,1636271.365,Route 004,Belgium,Brussels,4) 60%,0% - 100%,Y,202506081933,14_17_2,Business Input
15,17,202409,1715099.914,1419071.824,Route 004,Belgium,Brussels,4) 60%,0% - 100%,Y,202506081933,15_17_2,Business Input
16,17,202410,1852318.939,1674915.14,Route 004,Belgium,Brussels,4) 60%,0% - 100%,Y,202506081933,16_17_2,Business Input
17,17,202411,2251576.848,1680088.181,Route 004,Belgium,Brussels,4) 60%,0% - 100%,Y,202506081933,17_17_2,Business Input
18,17,202412,2261304.229,1832679.378,Route 004,Belgium,Brussels,4) 60%,0% - 100%,Y,202506081933,18_17_2,Business Input
19,17,202501,1788221.986,1555407.098,Route 004,Belgium,Brussels,4) 60%,0% - 100%,Y,202506081933,19_17_2,Business Input
20,17,202502,1837903.64,1648037.979,Route 004,Belgium,Brussels,4) 60%,0% - 100%,Y,202506081933,20_17_2,Business Input
21,17,202503,1894565.256,1753682.919,Route 004,Belgium,Brussels,4) 60%,0% - 100%,Y,202506081933,21_17_2,Business Input
22,17,202504,1884521.855,1734957.112,Route 004,Belgium,Brussels,4) 60%,0% - 100%,Y,202506081933,22_17_2,Business Input
23,17,202505,2472134.934,1826164.535,Route 004,Belgium,Brussels,4) 60%,0% - 100%,Y,202506081933,23_17_2,Business Input
24,17,202506,2383437.003,1876886.44,Route 004,Belgium,Brussels,4) 60%,0% - 100%,Y,202506081933,24_17_2,Business Input
1,18,202307,1869430.584,1706819.607,HUB 006,Spain,Barcelona,6) 100%,0% - 200%,Y,202506081933,1_18_2,Business Input
2,18,202308,1844246.334,1659863.859,HUB 006,Spain,Barcelona,6) 100%,0% - 200%,Y,202506081933,2_18_2,Business Input
3,18,202309,1749444.407,1483106.741,HUB 006,Spain,Barcelona,6) 100%,0% - 200%,Y,202506081933,3_18_2,Business Input
4,18,202310,2903194.337,1855547.889,HUB 006,Spain,Barcelona,6) 100%,0% - 200%,Y,202506081933,4_18_2,Business Input
5,18,202311,2897531.952,1740557.016,HUB 006,Spain,Barcelona,6) 100%,0% - 200%,Y,202506081933,5_18_2,Business Input
6,18,202312,3698395.397,1834171.013,HUB 006,Spain,Barcelona,6) 100%,0% - 200%,Y,202506081933,6_18_2,Business Input
7,18,202401,1827475.751,1628595.298,HUB 006,Spain,Barcelona,6) 100%,0% - 200%,Y,202506081933,7_18_2,Business Input
8,18,202402,1825996.954,1625838.098,HUB 006,Spain,Barcelona,6) 100%,0% - 200%,Y,202506081933,8_18_2,Business Input
9,18,202403,1821999.638,1618385.147,HUB 006,Spain,Barcelona,6) 100%,0% - 200%,Y,202506081933,9_18_2,Business Input
10,18,202404,2960823.765,1962997.305,HUB 006,Spain,Barcelona,6) 100%,0% - 200%,Y,202506081933,10_18_2,Business Input
11,18,202405,3931641.978,1445191.552,HUB 006,Spain,Barcelona,6) 100%,0% - 200%,Y,202506081933,11_18_2,Business Input
12,18,202406,2871718.694,1744526.126,HUB 006,Spain,Barcelona,6) 100%,0% - 200%,Y,202506081933,12_18_2,Business Input
13,18,202407,1874984.203,1717174.267,HUB 006,Spain,Barcelona,6) 100%,0% - 200%,Y,202506081933,13_18_2,Business Input
14,18,202408,1831592.734,1636271.365,HUB 006,Spain,Barcelona,6) 100%,0% - 200%,Y,202506081933,14_18_2,Business Input
15,18,202409,1715099.914,1419071.824,HUB 006,Spain,Barcelona,6) 100%,0% - 200%,Y,202506081933,15_18_2,Business Input
16,18,202410,1852318.939,1674915.14,HUB 006,Spain,Barcelona,6) 100%,0% - 200%,Y,202506081933,16_18_2,Business Input
17,18,202411,1936192.326,1680088.181,HUB 006,Spain,Barcelona,6) 100%,0% - 200%,Y,202506081933,17_18_2,Business Input
18,18,202412,3657621.777,1832679.378,HUB 006,Spain,Barcelona,6) 100%,0% - 200%,Y,202506081933,18_18_2,Business Input
19,18,202501,3696211.614,1555407.098,HUB 006,Spain,Barcelona,6) 100%,0% - 200%,Y,202506081933,19_18_2,Business Input
20,18,202502,4699888.082,1648037.979,HUB 006,Spain,Barcelona,6) 100%,0% - 200%,Y,202506081933,20_18_2,Business Input
21,18,202503,4756549.698,1753682.919,HUB 006,Spain,Barcelona,6) 100%,0% - 200%,Y,202506081933,21_18_2,Business Input
22,18,202504,4746506.297,1734957.112,HUB 006,Spain,Barcelona,6) 100%,0% - 200%,Y,202506081933,22_18_2,Business Input
23,18,202505,5010902.446,1826164.535,HUB 006,Spain,Barcelona,6) 100%,0% - 200%,Y,202506081933,23_18_2,Business Input
24,18,202506,5013892.076,1876886.44,HUB 006,Spain,Barcelona,6) 100%,0% - 200%,Y,202506081933,24_18_2,Business Input
1,19,202307,1869430.584,1706819.607,HUB 009,Spain,Barcelona,9) 160%,0% - 200%,Y,202506081933,1_19_2,Business Input
2,19,202308,1844246.334,1659863.859,HUB 009,Spain,Barcelona,9) 160%,0% - 200%,Y,202506081933,2_19_2,Business Input
3,19,202309,1749444.407,1483106.741,HUB 009,Spain,Barcelona,9) 160%,0% - 200%,Y,202506081933,3_19_2,Business Input
4,19,202310,2903194.337,1855547.889,HUB 009,Spain,Barcelona,9) 160%,0% - 200%,Y,202506081933,4_19_2,Business Input
5,19,202311,2888196.647,1740557.016,HUB 009,Spain,Barcelona,9) 160%,0% - 200%,Y,202506081933,5_19_2,Business Input
6,19,202312,3796769.34,1834171.013,HUB 009,Spain,Barcelona,9) 160%,0% - 200%,Y,202506081933,6_19_2,Business Input
7,19,202401,1827475.751,1628595.298,HUB 009,Spain,Barcelona,9) 160%,0% - 200%,Y,202506081933,7_19_2,Business Input
8,19,202402,1825996.954,1625838.098,HUB 009,Spain,Barcelona,9) 160%,0% - 200%,Y,202506081933,8_19_2,Business Input
9,19,202403,1821999.638,1618385.147,HUB 009,Spain,Barcelona,9) 160%,0% - 200%,Y,202506081933,9_19_2,Business Input
10,19,202404,2960823.765,1962997.305,HUB 009,Spain,Barcelona,9) 160%,0% - 200%,Y,202506081933,10_19_2,Business Input
11,19,202405,4830774.4,1445191.552,HUB 009,Spain,Barcelona,9) 160%,0% - 200%,Y,202506081933,11_19_2,Business Input
12,19,202406,3545393.381,1744526.126,HUB 009,Spain,Barcelona,9) 160%,0% - 200%,Y,202506081933,12_19_2,Business Input
13,19,202407,1874984.203,1717174.267,HUB 009,Spain,Barcelona,9) 160%,0% - 200%,Y,202506081933,13_19_2,Business Input
14,19,202408,1831592.734,1636271.365,HUB 009,Spain,Barcelona,9) 160%,0% - 200%,Y,202506081933,14_19_2,Business Input
15,19,202409,1715099.914,1419071.824,HUB 009,Spain,Barcelona,9) 160%,0% - 200%,Y,202506081933,15_19_2,Business Input
16,19,202410,1852318.939,1674915.14,HUB 009,Spain,Barcelona,9) 160%,0% - 200%,Y,202506081933,16_19_2,Business Input
17,19,202411,1999269.23,1680088.181,HUB 009,Spain,Barcelona,9) 160%,0% - 200%,Y,202506081933,17_19_2,Business Input
18,19,202412,3569157.23,1832679.378,HUB 009,Spain,Barcelona,9) 160%,0% - 200%,Y,202506081933,18_19_2,Business Input
19,19,202501,3696211.614,1555407.098,HUB 009,Spain,Barcelona,9) 160%,0% - 200%,Y,202506081933,19_19_2,Business Input
20,19,202502,4699888.082,1648037.979,HUB 009,Spain,Barcelona,9) 160%,0% - 200%,Y,202506081933,20_19_2,Business Input
21,19,202503,4756549.698,1753682.919,HUB 009,Spain,Barcelona,9) 160%,0% - 200%,Y,202506081933,21_19_2,Business Input
22,19,202504,4746506.297,1734957.112,HUB 009,Spain,Barcelona,9) 160%,0% - 200%,Y,202506081933,22_19_2,Business Input
23,19,202505,5637747.399,1826164.535,HUB 009,Spain,Barcelona,9) 160%,0% - 200%,Y,202506081933,23_19_2,Business Input
24,19,202506,5607815.239,1876886.44,HUB 009,Spain,Barcelona,9) 160%,0% - 200%,Y,202506081933,24_19_2,Business Input
1,20,202307,1869430.584,1706819.607,Route 006,Belgium,Brussels,6) 100%,0% - 200%,Y,202506081933,1_20_2,Business Input
2,20,202308,1844246.334,1659863.859,Route 006,Belgium,Brussels,6) 100%,0% - 200%,Y,202506081933,2_20_2,Business Input
3,20,202309,1749444.407,1483106.741,Route 006,Belgium,Brussels,6) 100%,0% - 200%,Y,202506081933,3_20_2,Business Input
4,20,202310,1949199.523,1855547.889,Route 006,Belgium,Brussels,6) 100%,0% - 200%,Y,202506081933,4_20_2,Business Input
5,20,202311,2232931.591,1740557.016,Route 006,Belgium,Brussels,6) 100%,0% - 200%,Y,202506081933,5_20_2,Business Input
6,20,202312,1977083.825,1834171.013,Route 006,Belgium,Brussels,6) 100%,0% - 200%,Y,202506081933,6_20_2,Business Input
7,20,202401,1827475.751,1628595.298,Route 006,Belgium,Brussels,6) 100%,0% - 200%,Y,202506081933,7_20_2,Business Input
8,20,202402,1825996.954,1625838.098,Route 006,Belgium,Brussels,6) 100%,0% - 200%,Y,202506081933,8_20_2,Business Input
9,20,202403,1821999.638,1618385.147,Route 006,Belgium,Brussels,6) 100%,0% - 200%,Y,202506081933,9_20_2,Business Input
10,20,202404,2006828.952,1962997.305,Route 006,Belgium,Brussels,6) 100%,0% - 200%,Y,202506081933,10_20_2,Business Input
11,20,202405,1969394.36,1445191.552,Route 006,Belgium,Brussels,6) 100%,0% - 200%,Y,202506081933,11_20_2,Business Input
12,20,202406,2460406.267,1744526.126,Route 006,Belgium,Brussels,6) 100%,0% - 200%,Y,202506081933,12_20_2,Business Input
13,20,202407,1874984.203,1717174.267,Route 006,Belgium,Brussels,6) 100%,0% - 200%,Y,202506081933,13_20_2,Business Input
14,20,202408,1831592.734,1636271.365,Route 006,Belgium,Brussels,6) 100%,0% - 200%,Y,202506081933,14_20_2,Business Input
15,20,202409,1715099.914,1419071.824,Route 006,Belgium,Brussels,6) 100%,0% - 200%,Y,202506081933,15_20_2,Business Input
16,20,202410,1852318.939,1674915.14,Route 006,Belgium,Brussels,6) 100%,0% - 200%,Y,202506081933,16_20_2,Business Input
17,20,202411,2657071.233,1680088.181,Route 006,Belgium,Brussels,6) 100%,0% - 200%,Y,202506081933,17_20_2,Business Input
18,20,202412,2723285.752,1832679.378,Route 006,Belgium,Brussels,6) 100%,0% - 200%,Y,202506081933,18_20_2,Business Input
19,20,202501,1788221.986,1555407.098,Route 006,Belgium,Brussels,6) 100%,0% - 200%,Y,202506081933,19_20_2,Business Input
20,20,202502,1837903.64,1648037.979,Route 006,Belgium,Brussels,6) 100%,0% - 200%,Y,202506081933,20_20_2,Business Input
21,20,202503,1894565.256,1753682.919,Route 006,Belgium,Brussels,6) 100%,0% - 200%,Y,202506081933,21_20_2,Business Input
22,20,202504,1884521.855,1734957.112,Route 006,Belgium,Brussels,6) 100%,0% - 200%,Y,202506081933,22_20_2,Business Input
23,20,202505,2628846.172,1826164.535,Route 006,Belgium,Brussels,6) 100%,0% - 200%,Y,202506081933,23_20_2,Business Input
24,20,202506,2876695.224,1876886.44,Route 006,Belgium,Brussels,6) 100%,0% - 200%,Y,202506081933,24_20_2,Business Input
0,20,0,2045814.3789166661,0.0,Route 006,Belgium,Brussels,6) 100%,0% - 200%,Y,202506081933,0_20_2, Modeled Cost
0,12,0,3078580.313458333,0.0,HUB 008,Spain,Barcelona,8) 140%,0% - 200%,Y,202506081933,0_12_2, Modeled Cost
0,3,0,3037463.540541666,0.0,HUB 007,Spain,Barcelona,7) 120%,0% - 200%,Y,202506081933,0_3_2, Modeled Cost
0,8,0,1970083.8555416667,0.0,Route 005,Belgium,Brussels,5) 80%,0% - 100%,Y,202506081933,0_8_2, Modeled Cost
0,9,0,1862665.2193333332,0.0,Route 001,Belgium,Brussels,1) 0%,0% - 100%,Y,202506081933,0_9_2, Modeled Cost
0,2,0,2950447.793916667,0.0,HUB 004,Spain,Barcelona,4) 60%,0% - 100%,Y,202506081933,0_2_2, Modeled Cost
0,4,0,2169121.2312083333,0.0,Route 009,Belgium,Brussels,9) 160%,0% - 200%,Y,202506081933,0_4_2, Modeled Cost
0,6,0,1883851.0012916669,0.0,Route 002,Belgium,Brussels,2) 20%,0% - 100%,Y,202506081933,0_6_2, Modeled Cost
0,11,0,2152869.228875,0.0,Route 008,Belgium,Brussels,8) 140%,0% - 200%,Y,202506081933,0_11_2, Modeled Cost
0,10,0,2856409.817083334,0.0,HUB 001,Spain,Barcelona,1) 0%,0% - 100%,Y,202506081933,0_10_2, Modeled Cost
0,0,0,3250532.4390416667,0.0,HUB 010,Spain,Barcelona,10) 180%,0% - 200%,Y,202506081933,0_0_2, Modeled Cost
0,5,0,2875286.4519583336,0.0,HUB 002,Spain,Barcelona,2) 20%,0% - 100%,Y,202506081933,0_5_2, Modeled Cost
0,14,0,1910684.432375,0.0,Route 003,Belgium,Brussels,3) 40%,0% - 100%,Y,202506081933,0_14_2, Modeled Cost
0,7,0,2068940.7559166665,0.0,Route 007,Belgium,Brussels,7) 120%,0% - 200%,Y,202506081933,0_7_2, Modeled Cost
0,17,0,1948545.9197083332,0.0,Route 004,Belgium,Brussels,4) 60%,0% - 100%,Y,202506081933,0_17_2, Modeled Cost
0,13,0,3033178.9600000004,0.0,HUB 005,Spain,Barcelona,5) 80%,0% - 100%,Y,202506081933,0_13_2, Modeled Cost
0,15,0,2913720.4625833333,0.0,HUB 003,Spain,Barcelona,3) 40%,0% - 100%,Y,202506081933,0_15_2, Modeled Cost
0,19,0,3077120.254874999,0.0,HUB 009,Spain,Barcelona,9) 160%,0% - 200%,Y,202506081933,0_19_2, Modeled Cost
0,16,0,2109187.405708333,0.0,Route 010,Belgium,Brussels,10) 180%,0% - 200%,Y,202506081933,0_16_2, Modeled Cost
0,1,0,1757499.3121462504,0.0,LH 001,Germany,Berlin,0% - 9%,0% - 100%,Y,202506081933,0_1_2, Modeled Cost
0,18,0,2958069.162375,0.0,HUB 006,Spain,Barcelona,6) 100%,0% - 200%,Y,202506081933,0_18_2, Modeled Cost
1,0,202307,1869430.584,1706819.607,Route 003,Belgium,Brussels,3) 40%,0% - 100%,Y,202506081933,1_0_3,Business Input
2,0,202308,1844246.334,1659863.859,Route 003,Belgium,Brussels,3) 40%,0% - 100%,Y,202506081933,2_0_3,Business Input
3,0,202309,1749444.407,1483106.741,Route 003,Belgium,Brussels,3) 40%,0% - 100%,Y,202506081933,3_0_3,Business Input
4,0,202310,1949199.523,1855547.889,Route 003,Belgium,Brussels,3) 40%,0% - 100%,Y,202506081933,4_0_3,Business Input
5,0,202311,1896860.613,1740557.016,Route 003,Belgium,Brussels,3) 40%,0% - 100%,Y,202506081933,5_0_3,Business Input
6,0,202312,2183669.106,1834171.013,Route 003,Belgium,Brussels,3) 40%,0% - 100%,Y,202506081933,6_0_3,Business Input
7,0,202401,1827475.751,1628595.298,Route 003,Belgium,Brussels,3) 40%,0% - 100%,Y,202506081933,7_0_3,Business Input
8,0,202402,1825996.954,1625838.098,Route 003,Belgium,Brussels,3) 40%,0% - 100%,Y,202506081933,8_0_3,Business Input
9,0,202403,1821999.638,1618385.147,Route 003,Belgium,Brussels,3) 40%,0% - 100%,Y,202506081933,9_0_3,Business Input
10,0,202404,2006828.952,1962997.305,Route 003,Belgium,Brussels,3) 40%,0% - 100%,Y,202506081933,10_0_3,Business Input
11,0,202405,1783366.962,1445191.552,Route 003,Belgium,Brussels,3) 40%,0% - 100%,Y,202506081933,11_0_3,Business Input
12,0,202406,2217134.852,1744526.126,Route 003,Belgium,Brussels,3) 40%,0% - 100%,Y,202506081933,12_0_3,Business Input
13,0,202407,1874984.203,1717174.267,Route 003,Belgium,Brussels,3) 40%,0% - 100%,Y,202506081933,13_0_3,Business Input
14,0,202408,1831592.734,1636271.365,Route 003,Belgium,Brussels,3) 40%,0% - 100%,Y,202506081933,14_0_3,Business Input
15,0,202409,1715099.914,1419071.824,Route 003,Belgium,Brussels,3) 40%,0% - 100%,Y,202506081933,15_0_3,Business Input
16,0,202410,1852318.939,1674915.14,Route 003,Belgium,Brussels,3) 40%,0% - 100%,Y,202506081933,16_0_3,Business Input
17,0,202411,1963225.285,1680088.181,Route 003,Belgium,Brussels,3) 40%,0% - 100%,Y,202506081933,17_0_3,Business Input
18,0,202412,1946763.618,1832679.378,Route 003,Belgium,Brussels,3) 40%,0% - 100%,Y,202506081933,18_0_3,Business Input
19,0,202501,1788221.986,1555407.098,Route 003,Belgium,Brussels,3) 40%,0% - 100%,Y,202506081933,19_0_3,Business Input
20,0,202502,1837903.64,1648037.979,Route 003,Belgium,Brussels,3) 40%,0% - 100%,Y,202506081933,20_0_3,Business Input
21,0,202503,1894565.256,1753682.919,Route 003,Belgium,Brussels,3) 40%,0% - 100%,Y,202506081933,21_0_3,Business Input
22,0,202504,1884521.855,1734957.112,Route 003,Belgium,Brussels,3) 40%,0% - 100%,Y,202506081933,22_0_3,Business Input
23,0,202505,2119534.648,1826164.535,Route 003,Belgium,Brussels,3) 40%,0% - 100%,Y,202506081933,23_0_3,Business Input
24,0,202506,2172040.623,1876886.44,Route 003,Belgium,Brussels,3) 40%,0% - 100%,Y,202506081933,24_0_3,Business Input
1,1,202307,1869430.584,1706819.607,Route 007,Belgium,Brussels,7) 120%,0% - 200%,Y,202506081933,1_1_3,Business Input
2,1,202308,1844246.334,1659863.859,Route 007,Belgium,Brussels,7) 120%,0% - 200%,Y,202506081933,2_1_3,Business Input
3,1,202309,1749444.407,1483106.741,Route 007,Belgium,Brussels,7) 120%,0% - 200%,Y,202506081933,3_1_3,Business Input
4,1,202310,1949199.523,1855547.889,Route 007,Belgium,Brussels,7) 120%,0% - 200%,Y,202506081933,4_1_3,Business Input
5,1,202311,2914408.853,1740557.016,Route 007,Belgium,Brussels,7) 120%,0% - 200%,Y,202506081933,5_1_3,Business Input
6,1,202312,2016433.402,1834171.013,Route 007,Belgium,Brussels,7) 120%,0% - 200%,Y,202506081933,6_1_3,Business Input
7,1,202401,1827475.751,1628595.298,Route 007,Belgium,Brussels,7) 120%,0% - 200%,Y,202506081933,7_1_3,Business Input
8,1,202402,1825996.954,1625838.098,Route 007,Belgium,Brussels,7) 120%,0% - 200%,Y,202506081933,8_1_3,Business Input
9,1,202403,1821999.638,1618385.147,Route 007,Belgium,Brussels,7) 120%,0% - 200%,Y,202506081933,9_1_3,Business Input
10,1,202404,2006828.952,1962997.305,Route 007,Belgium,Brussels,7) 120%,0% - 200%,Y,202506081933,10_1_3,Business Input
11,1,202405,1891882.944,1445191.552,Route 007,Belgium,Brussels,7) 120%,0% - 200%,Y,202506081933,11_1_3,Business Input
12,1,202406,2619468.345,1744526.126,Route 007,Belgium,Brussels,7) 120%,0% - 200%,Y,202506081933,12_1_3,Business Input
13,1,202407,1874984.203,1717174.267,Route 007,Belgium,Brussels,7) 120%,0% - 200%,Y,202506081933,13_1_3,Business Input
14,1,202408,1831592.734,1636271.365,Route 007,Belgium,Brussels,7) 120%,0% - 200%,Y,202506081933,14_1_3,Business Input
15,1,202409,1715099.914,1419071.824,Route 007,Belgium,Brussels,7) 120%,0% - 200%,Y,202506081933,15_1_3,Business Input
16,1,202410,1852318.939,1674915.14,Route 007,Belgium,Brussels,7) 120%,0% - 200%,Y,202506081933,16_1_3,Business Input
17,1,202411,2666082.22,1680088.181,Route 007,Belgium,Brussels,7) 120%,0% - 200%,Y,202506081933,17_1_3,Business Input
18,1,202412,2015569.377,1832679.378,Route 007,Belgium,Brussels,7) 120%,0% - 200%,Y,202506081933,18_1_3,Business Input
19,1,202501,1788221.986,1555407.098,Route 007,Belgium,Brussels,7) 120%,0% - 200%,Y,202506081933,19_1_3,Business Input
20,1,202502,1837903.64,1648037.979,Route 007,Belgium,Brussels,7) 120%,0% - 200%,Y,202506081933,20_1_3,Business Input
21,1,202503,1894565.256,1753682.919,Route 007,Belgium,Brussels,7) 120%,0% - 200%,Y,202506081933,21_1_3,Business Input
22,1,202504,1884521.855,1734957.112,Route 007,Belgium,Brussels,7) 120%,0% - 200%,Y,202506081933,22_1_3,Business Input
23,1,202505,3050007.624,1826164.535,Route 007,Belgium,Brussels,7) 120%,0% - 200%,Y,202506081933,23_1_3,Business Input
24,1,202506,2906894.707,1876886.44,Route 007,Belgium,Brussels,7) 120%,0% - 200%,Y,202506081933,24_1_3,Business Input
1,2,202307,1869430.584,1706819.607,HUB 008,Spain,Barcelona,8) 140%,0% - 200%,Y,202506081933,1_2_3,Business Input
2,2,202308,1844246.334,1659863.859,HUB 008,Spain,Barcelona,8) 140%,0% - 200%,Y,202506081933,2_2_3,Business Input
3,2,202309,1749444.407,1483106.741,HUB 008,Spain,Barcelona,8) 140%,0% - 200%,Y,202506081933,3_2_3,Business Input
4,2,202310,2903194.337,1855547.889,HUB 008,Spain,Barcelona,8) 140%,0% - 200%,Y,202506081933,4_2_3,Business Input
5,2,202311,2897531.952,1740557.016,HUB 008,Spain,Barcelona,8) 140%,0% - 200%,Y,202506081933,5_2_3,Business Input
6,2,202312,4052541.593,1834171.013,HUB 008,Spain,Barcelona,8) 140%,0% - 200%,Y,202506081933,6_2_3,Business Input
7,2,202401,1827475.751,1628595.298,HUB 008,Spain,Barcelona,8) 140%,0% - 200%,Y,202506081933,7_2_3,Business Input
8,2,202402,1825996.954,1625838.098,HUB 008,Spain,Barcelona,8) 140%,0% - 200%,Y,202506081933,8_2_3,Business Input
9,2,202403,1821999.638,1618385.147,HUB 008,Spain,Barcelona,8) 140%,0% - 200%,Y,202506081933,9_2_3,Business Input
10,2,202404,2960823.765,1962997.305,HUB 008,Spain,Barcelona,8) 140%,0% - 200%,Y,202506081933,10_2_3,Business Input
11,2,202405,4636995.861,1445191.552,HUB 008,Spain,Barcelona,8) 140%,0% - 200%,Y,202506081933,11_2_3,Business Input
12,2,202406,3470540.638,1744526.126,HUB 008,Spain,Barcelona,8) 140%,0% - 200%,Y,202506081933,12_2_3,Business Input
13,2,202407,1874984.203,1717174.267,HUB 008,Spain,Barcelona,8) 140%,0% - 200%,Y,202506081933,13_2_3,Business Input
14,2,202408,1831592.734,1636271.365,HUB 008,Spain,Barcelona,8) 140%,0% - 200%,Y,202506081933,14_2_3,Business Input
15,2,202409,1715099.914,1419071.824,HUB 008,Spain,Barcelona,8) 140%,0% - 200%,Y,202506081933,15_2_3,Business Input
16,2,202410,1852318.939,1674915.14,HUB 008,Spain,Barcelona,8) 140%,0% - 200%,Y,202506081933,16_2_3,Business Input
17,2,202411,2891356.878,1680088.181,HUB 008,Spain,Barcelona,8) 140%,0% - 200%,Y,202506081933,17_2_3,Business Input
18,2,202412,3097346.314,1832679.378,HUB 008,Spain,Barcelona,8) 140%,0% - 200%,Y,202506081933,18_2_3,Business Input
19,2,202501,3696211.614,1555407.098,HUB 008,Spain,Barcelona,8) 140%,0% - 200%,Y,202506081933,19_2_3,Business Input
20,2,202502,4699888.082,1648037.979,HUB 008,Spain,Barcelona,8) 140%,0% - 200%,Y,202506081933,20_2_3,Business Input
21,2,202503,4756549.698,1753682.919,HUB 008,Spain,Barcelona,8) 140%,0% - 200%,Y,202506081933,21_2_3,Business Input
22,2,202504,4746506.297,1734957.112,HUB 008,Spain,Barcelona,8) 140%,0% - 200%,Y,202506081933,22_2_3,Business Input
23,2,202505,5245969.303,1826164.535,HUB 008,Spain,Barcelona,8) 140%,0% - 200%,Y,202506081933,23_2_3,Business Input
24,2,202506,5617881.733,1876886.44,HUB 008,Spain,Barcelona,8) 140%,0% - 200%,Y,202506081933,24_2_3,Business Input
1,3,202307,1869430.584,1706819.607,Route 010,Belgium,Brussels,10) 180%,0% - 200%,Y,202506081933,1_3_3,Business Input
2,3,202308,1844246.334,1659863.859,Route 010,Belgium,Brussels,10) 180%,0% - 200%,Y,202506081933,2_3_3,Business Input
3,3,202309,1749444.407,1483106.741,Route 010,Belgium,Brussels,10) 180%,0% - 200%,Y,202506081933,3_3_3,Business Input
4,3,202310,1949199.523,1855547.889,Route 010,Belgium,Brussels,10) 180%,0% - 200%,Y,202506081933,4_3_3,Business Input
5,3,202311,2914408.853,1740557.016,Route 010,Belgium,Brussels,10) 180%,0% - 200%,Y,202506081933,5_3_3,Business Input
6,3,202312,1967246.43,1834171.013,Route 010,Belgium,Brussels,10) 180%,0% - 200%,Y,202506081933,6_3_3,Business Input
7,3,202401,1827475.751,1628595.298,Route 010,Belgium,Brussels,10) 180%,0% - 200%,Y,202506081933,7_3_3,Business Input
8,3,202402,1825996.954,1625838.098,Route 010,Belgium,Brussels,10) 180%,0% - 200%,Y,202506081933,8_3_3,Business Input
9,3,202403,1821999.638,1618385.147,Route 010,Belgium,Brussels,10) 180%,0% - 200%,Y,202506081933,9_3_3,Business Input
10,3,202404,2006828.952,1962997.305,Route 010,Belgium,Brussels,10) 180%,0% - 200%,Y,202506081933,10_3_3,Business Input
11,3,202405,3015798.472,1445191.552,Route 010,Belgium,Brussels,10) 180%,0% - 200%,Y,202506081933,11_3_3,Business Input
12,3,202406,2741104.053,1744526.126,Route 010,Belgium,Brussels,10) 180%,0% - 200%,Y,202506081933,12_3_3,Business Input
13,3,202407,1874984.203,1717174.267,Route 010,Belgium,Brussels,10) 180%,0% - 200%,Y,202506081933,13_3_3,Business Input
14,3,202408,1831592.734,1636271.365,Route 010,Belgium,Brussels,10) 180%,0% - 200%,Y,202506081933,14_3_3,Business Input
15,3,202409,1715099.914,1419071.824,Route 010,Belgium,Brussels,10) 180%,0% - 200%,Y,202506081933,15_3_3,Business Input
16,3,202410,1852318.939,1674915.14,Route 010,Belgium,Brussels,10) 180%,0% - 200%,Y,202506081933,16_3_3,Business Input
17,3,202411,2233554.875,1680088.181,Route 010,Belgium,Brussels,10) 180%,0% - 200%,Y,202506081933,17_3_3,Business Input
18,3,202412,2074545.741,1832679.378,Route 010,Belgium,Brussels,10) 180%,0% - 200%,Y,202506081933,18_3_3,Business Input
19,3,202501,1788221.986,1555407.098,Route 010,Belgium,Brussels,10) 180%,0% - 200%,Y,202506081933,19_3_3,Business Input
20,3,202502,1837903.64,1648037.979,Route 010,Belgium,Brussels,10) 180%,0% - 200%,Y,202506081933,20_3_3,Business Input
21,3,202503,1894565.256,1753682.919,Route 010,Belgium,Brussels,10) 180%,0% - 200%,Y,202506081933,21_3_3,Business Input
22,3,202504,1884521.855,1734957.112,Route 010,Belgium,Brussels,10) 180%,0% - 200%,Y,202506081933,22_3_3,Business Input
23,3,202505,2609257.267,1826164.535,Route 010,Belgium,Brussels,10) 180%,0% - 200%,Y,202506081933,23_3_3,Business Input
24,3,202506,3490751.376,1876886.44,Route 010,Belgium,Brussels,10) 180%,0% - 200%,Y,202506081933,24_3_3,Business Input
1,4,202307,1869430.584,1706819.607,Route 001,Belgium,Brussels,1) 0%,0% - 100%,Y,202506081933,1_4_3,Business Input
